cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
09,Ciudad de México,0,Estatal,1002000012,Edad mediana mujeres,2000,27,Años
09,Ciudad de México,0,Estatal,1002000012,Edad mediana mujeres,2005,30,Años
09,Ciudad de México,0,Estatal,1002000012,Edad mediana mujeres,2010,32,Años
09,Ciudad de México,0,Estatal,1002000012,Edad mediana mujeres,2020,36,Años
09,Ciudad de México,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
09,Ciudad de México,0,Estatal,1002000014,Población en hogares censales,2000,8451335,Personas
09,Ciudad de México,0,Estatal,1002000014,Población en hogares censales,2005,8417990,Personas
09,Ciudad de México,0,Estatal,1002000014,Población en hogares censales,2010,8595130,Personas
09,Ciudad de México,0,Estatal,1002000014,Población en hogares censales,2015,8918653,Personas
09,Ciudad de México,0,Estatal,1002000014,Población en hogares censales,2020,9159392,Personas
09,Ciudad de México,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
09,Ciudad de México,0,Estatal,1002000015,Población en hogares familiares,2000,8226314,Personas
09,Ciudad de México,0,Estatal,1002000015,Población en hogares familiares,2005,8137823,Personas
09,Ciudad de México,0,Estatal,1002000015,Población en hogares familiares,2010,8254897,Personas
09,Ciudad de México,0,Estatal,1002000015,Población en hogares familiares,2020,8623417,Personas
09,Ciudad de México,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
09,Ciudad de México,0,Estatal,1002000016,Población en hogares no familiares,2000,218280,Personas
09,Ciudad de México,0,Estatal,1002000016,Población en hogares no familiares,2005,267301,Personas
09,Ciudad de México,0,Estatal,1002000016,Población en hogares no familiares,2010,325470,Personas
09,Ciudad de México,0,Estatal,1002000016,Población en hogares no familiares,2020,526837,Personas
09,Ciudad de México,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
09,Ciudad de México,0,Estatal,1002000018,Hogares censales,2000,2180243,Hogares censales
09,Ciudad de México,0,Estatal,1002000018,Hogares censales,2005,2292069,Hogares censales
09,Ciudad de México,0,Estatal,1002000018,Hogares censales,2010,2388534,Hogares censales
09,Ciudad de México,0,Estatal,1002000018,Hogares censales,2015,2601323,Hogares censales
09,Ciudad de México,0,Estatal,1002000018,Hogares censales,2020,2756319,Hogares censales
09,Ciudad de México,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
09,Ciudad de México,0,Estatal,1002000019,Hogares con jefatura masculina,2000,1618625,Hogares
09,Ciudad de México,0,Estatal,1002000019,Hogares con jefatura masculina,2005,1630794,Hogares
09,Ciudad de México,0,Estatal,1002000019,Hogares con jefatura masculina,2010,1638790,Hogares
09,Ciudad de México,0,Estatal,1002000019,Hogares con jefatura masculina,2015,1672203,Hogares
09,Ciudad de México,0,Estatal,1002000019,Hogares con jefatura masculina,2020,1657954,Hogares
09,Ciudad de México,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
09,Ciudad de México,0,Estatal,1002000020,Hogares con jefatura femenina,2000,561618,Hogares
09,Ciudad de México,0,Estatal,1002000020,Hogares con jefatura femenina,2005,661275,Hogares
09,Ciudad de México,0,Estatal,1002000020,Hogares con jefatura femenina,2010,749744,Hogares
09,Ciudad de México,0,Estatal,1002000020,Hogares con jefatura femenina,2015,929120,Hogares
09,Ciudad de México,0,Estatal,1002000020,Hogares con jefatura femenina,2020,1098365,Hogares
09,Ciudad de México,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
09,Ciudad de México,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,3.88,Personas
09,Ciudad de México,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.67,Personas
09,Ciudad de México,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.6,Personas
09,Ciudad de México,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.4,Personas
09,Ciudad de México,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.32305223016639,Personas
09,Ciudad de México,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
09,Ciudad de México,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.08,Personas
09,Ciudad de México,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,3.88,Personas
09,Ciudad de México,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.81,Personas
09,Ciudad de México,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.46893882459948,Personas
09,Ciudad de México,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
09,Ciudad de México,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.29,Personas
09,Ciudad de México,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.16,Personas
09,Ciudad de México,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.13,Personas
09,Ciudad de México,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.10284013055769,Personas
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1910,90.1,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1921,82.6,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1930,83.5,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1940,85,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1950,86.9,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1960,91.6,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1970,93.4,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1990,91.7,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,1995,92.36,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,2000,91.45,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,2005,91.7,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,2010,91.69,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,2015,90.284773,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000024,Relación hombres-mujeres,2020,91.6734945994988,Hombres por cada 100 mujeres
09,Ciudad de México,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,96.969184399798,Porcentaje
09,Ciudad de México,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,97.02,Porcentaje
09,Ciudad de México,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,97.7398133440017,Porcentaje
09,Ciudad de México,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,98.1526178379857,Porcentaje
09,Ciudad de México,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,99,Tasa
09,Ciudad de México,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,99.56753,Tasa
09,Ciudad de México,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,99.2191907070654,Tasa
09,Ciudad de México,0,Estatal,1002000055,Población de edad no especificada,1990,28914,Personas
09,Ciudad de México,0,Estatal,1002000055,Población de edad no especificada,1995,18650,Personas
09,Ciudad de México,0,Estatal,1002000055,Población de edad no especificada,2000,128998,Personas
09,Ciudad de México,0,Estatal,1002000055,Población de edad no especificada,2005,261857,Personas
09,Ciudad de México,0,Estatal,1002000055,Población de edad no especificada,2010,198026,Personas
09,Ciudad de México,0,Estatal,1002000055,Población de edad no especificada,2020,9626,Personas
09,Ciudad de México,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,13421,Personas
09,Ciudad de México,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,8787,Personas
09,Ciudad de México,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,64543,Personas
09,Ciudad de México,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,130728,Personas
09,Ciudad de México,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,98895,Personas
09,Ciudad de México,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,4783,Personas
09,Ciudad de México,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,15493,Personas
09,Ciudad de México,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,9863,Personas
09,Ciudad de México,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,64455,Personas
09,Ciudad de México,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,131129,Personas
09,Ciudad de México,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,99131,Personas
09,Ciudad de México,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,4843,Personas
09,Ciudad de México,0,Estatal,1002000058,Población de 0 a 4 años,1990,833591,Personas
09,Ciudad de México,0,Estatal,1002000058,Población de 0 a 4 años,1995,780705,Personas
09,Ciudad de México,0,Estatal,1002000058,Población de 0 a 4 años,2000,737934,Personas
09,Ciudad de México,0,Estatal,1002000058,Población de 0 a 4 años,2005,664092,Personas
09,Ciudad de México,0,Estatal,1002000058,Población de 0 a 4 años,2010,618245,Personas
09,Ciudad de México,0,Estatal,1002000058,Población de 0 a 4 años,2020,479904,Personas
09,Ciudad de México,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,423599,Personas
09,Ciudad de México,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,397471,Personas
09,Ciudad de México,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,375222,Personas
09,Ciudad de México,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,338207,Personas
09,Ciudad de México,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,314701,Personas
09,Ciudad de México,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,242877,Personas
09,Ciudad de México,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,409992,Personas
09,Ciudad de México,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,383234,Personas
09,Ciudad de México,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,362712,Personas
09,Ciudad de México,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,325885,Personas
09,Ciudad de México,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,303544,Personas
09,Ciudad de México,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,237027,Personas
09,Ciudad de México,0,Estatal,1002000061,Población de 10 a 14 años,1990,837766,Personas
09,Ciudad de México,0,Estatal,1002000061,Población de 10 a 14 años,1995,781808,Personas
09,Ciudad de México,0,Estatal,1002000061,Población de 10 a 14 años,2000,742986,Personas
09,Ciudad de México,0,Estatal,1002000061,Población de 10 a 14 años,2005,704950,Personas
09,Ciudad de México,0,Estatal,1002000061,Población de 10 a 14 años,2010,660345,Personas
09,Ciudad de México,0,Estatal,1002000061,Población de 10 a 14 años,2020,608962,Personas
09,Ciudad de México,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,418552,Personas
09,Ciudad de México,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,394202,Personas
09,Ciudad de México,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,375369,Personas
09,Ciudad de México,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,357106,Personas
09,Ciudad de México,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,334674,Personas
09,Ciudad de México,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,309140,Personas
09,Ciudad de México,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,419214,Personas
09,Ciudad de México,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,387606,Personas
09,Ciudad de México,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,367617,Personas
09,Ciudad de México,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,347844,Personas
09,Ciudad de México,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,325671,Personas
09,Ciudad de México,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,299822,Personas
09,Ciudad de México,0,Estatal,1002000064,Población de 100 años y más,1990,988,Personas
09,Ciudad de México,0,Estatal,1002000064,Población de 100 años y más,1995,685,Personas
09,Ciudad de México,0,Estatal,1002000064,Población de 100 años y más,2000,1163,Personas
09,Ciudad de México,0,Estatal,1002000064,Población de 100 años y más,2005,952,Personas
09,Ciudad de México,0,Estatal,1002000064,Población de 100 años y más,2010,1089,Personas
09,Ciudad de México,0,Estatal,1002000064,Población de 100 años y más,2020,1308,Personas
09,Ciudad de México,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,253,Personas
09,Ciudad de México,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,186,Personas
09,Ciudad de México,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,413,Personas
09,Ciudad de México,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,254,Personas
09,Ciudad de México,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,321,Personas
09,Ciudad de México,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,357,Personas
09,Ciudad de México,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,735,Personas
09,Ciudad de México,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,499,Personas
09,Ciudad de México,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,750,Personas
09,Ciudad de México,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,698,Personas
09,Ciudad de México,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,768,Personas
09,Ciudad de México,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,951,Personas
09,Ciudad de México,0,Estatal,1002000067,Población de 15 a 19 años,1990,976029,Personas
09,Ciudad de México,0,Estatal,1002000067,Población de 15 a 19 años,1995,848416,Personas
09,Ciudad de México,0,Estatal,1002000067,Población de 15 a 19 años,2000,798349,Personas
09,Ciudad de México,0,Estatal,1002000067,Población de 15 a 19 años,2005,740280,Personas
09,Ciudad de México,0,Estatal,1002000067,Población de 15 a 19 años,2010,723372,Personas
09,Ciudad de México,0,Estatal,1002000067,Población de 15 a 19 años,2020,650389,Personas
09,Ciudad de México,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,472392,Personas
09,Ciudad de México,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,412443,Personas
09,Ciudad de México,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,390049,Personas
09,Ciudad de México,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,368042,Personas
09,Ciudad de México,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,363265,Personas
09,Ciudad de México,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,331109,Personas
09,Ciudad de México,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,503637,Personas
09,Ciudad de México,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,435973,Personas
09,Ciudad de México,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,408300,Personas
09,Ciudad de México,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,372238,Personas
09,Ciudad de México,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,360107,Personas
09,Ciudad de México,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,319280,Personas
09,Ciudad de México,0,Estatal,1002000070,Población de 20 a 24 años,1990,898114,Personas
09,Ciudad de México,0,Estatal,1002000070,Población de 20 a 24 años,1995,964075,Personas
09,Ciudad de México,0,Estatal,1002000070,Población de 20 a 24 años,2000,832517,Personas
09,Ciudad de México,0,Estatal,1002000070,Población de 20 a 24 años,2005,765641,Personas
09,Ciudad de México,0,Estatal,1002000070,Población de 20 a 24 años,2010,753404,Personas
09,Ciudad de México,0,Estatal,1002000070,Población de 20 a 24 años,2020,714605,Personas
09,Ciudad de México,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,430901,Personas
09,Ciudad de México,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,464586,Personas
09,Ciudad de México,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,400924,Personas
09,Ciudad de México,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,373044,Personas
09,Ciudad de México,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,372368,Personas
09,Ciudad de México,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,359049,Personas
09,Ciudad de México,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,467213,Personas
09,Ciudad de México,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,499489,Personas
09,Ciudad de México,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,431593,Personas
09,Ciudad de México,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,392597,Personas
09,Ciudad de México,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,381036,Personas
09,Ciudad de México,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,355556,Personas
09,Ciudad de México,0,Estatal,1002000073,Población de 25 a 29 años,1990,778695,Personas
09,Ciudad de México,0,Estatal,1002000073,Población de 25 a 29 años,1995,826960,Personas
09,Ciudad de México,0,Estatal,1002000073,Población de 25 a 29 años,2000,840487,Personas
09,Ciudad de México,0,Estatal,1002000073,Población de 25 a 29 años,2005,735441,Personas
09,Ciudad de México,0,Estatal,1002000073,Población de 25 a 29 años,2010,726696,Personas
09,Ciudad de México,0,Estatal,1002000073,Población de 25 a 29 años,2020,752289,Personas
09,Ciudad de México,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,372514,Personas
09,Ciudad de México,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,398800,Personas
09,Ciudad de México,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,403311,Personas
09,Ciudad de México,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,353337,Personas
09,Ciudad de México,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,352969,Personas
09,Ciudad de México,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,372081,Personas
09,Ciudad de México,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,406181,Personas
09,Ciudad de México,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,428160,Personas
09,Ciudad de México,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,437176,Personas
09,Ciudad de México,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,382104,Personas
09,Ciudad de México,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,373727,Personas
09,Ciudad de México,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,380208,Personas
09,Ciudad de México,0,Estatal,1002000076,Población de 30 a 34 años,1990,659098,Personas
09,Ciudad de México,0,Estatal,1002000076,Población de 30 a 34 años,1995,725263,Personas
09,Ciudad de México,0,Estatal,1002000076,Población de 30 a 34 años,2000,731452,Personas
09,Ciudad de México,0,Estatal,1002000076,Población de 30 a 34 años,2005,755600,Personas
09,Ciudad de México,0,Estatal,1002000076,Población de 30 a 34 años,2010,702642,Personas
09,Ciudad de México,0,Estatal,1002000076,Población de 30 a 34 años,2020,743611,Personas
09,Ciudad de México,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,310444,Personas
09,Ciudad de México,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,343863,Personas
09,Ciudad de México,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,346860,Personas
09,Ciudad de México,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,359952,Personas
09,Ciudad de México,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,335988,Personas
09,Ciudad de México,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,363448,Personas
09,Ciudad de México,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,348654,Personas
09,Ciudad de México,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,381400,Personas
09,Ciudad de México,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,384592,Personas
09,Ciudad de México,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,395648,Personas
09,Ciudad de México,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,366654,Personas
09,Ciudad de México,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,380163,Personas
